id1	name1	id2	name2	Contigs_k20	Proteins_k8:all	Proteins_k8:PhenTrnaSyntAlph	Proteins_k8:PolyNucl	Proteins_k8:DnaDireRnaPolyBeta3	Profile_roles.to.use	SSU_k20	ANI_chunk1020.I30,M>35	Genes_k20:all	Taxonomic
1529066.4	Arthrobacter echini strain P9	1736271.3	Arthrobacter sp. Leaf137	  0.9968	  0.9198	  0.8311	  0.6145	  0.6125	  0.1752	  0.5495	  0.1890	  0.9943	  0.0078
1529066.4	Arthrobacter echini strain P9	218160.6	Arthrobacter sp. M4	  0.9980	  0.9259	  0.8484	  0.6867	  0.6149	  0.2253	  0.5647	  0.1926	  0.9957	  0.0078
1531429.3	Coriobacteriaceae bacterium 68-1-3	1870985.4	Arabia massiliensis strain MGYG-HGUT-02413	  0.9952	  0.9391	  0.8766	  0.8529	  0.6767	  0.2016	  0.7667	  0.1863	  0.9896	  0.0156
1531429.3	Coriobacteriaceae bacterium 68-1-3	2161815.3	Gordonibacter sp. Marseille-P4307	  0.9544	  0.6080	  0.4273	  0.2934	  0.2028	  0.0473	  0.4386	  0.1244	  0.9222	  0.0156
1531429.3	Coriobacteriaceae bacterium 68-1-3	84112.27	Eggerthella lenta strain 11C	  0.9956	  0.9408	  0.8223	  0.8368	  0.6684	  0.1781	  0.7632	  0.1924	  0.9904	  0.0156
1531429.3	Coriobacteriaceae bacterium 68-1-3	84112.453	Eggerthella lenta DFI.6.45	  0.9952	  0.9400	  0.8171	  0.8368	  0.6684	  0.1747	  0.7541	  0.1888	  0.9893	  0.0156
1548152.3	Helicobacter sp. MIT 09-6949	1172562.4	Helicobacter cinaedi PAGU611	  0.9940	  0.8310	  0.8236	  0.8394	  0.4635	  0.0916	  0.5825	  0.1989	  0.9919	  0.0078
1548152.3	Helicobacter sp. MIT 09-6949	1548149.3	Helicobacter sp. MIT 05-5293	  0.9969	  0.8793	  0.8639	  0.8793	  0.7520	  0.1412	  0.5641	  0.2144	  0.9964	  0.0078
1548152.3	Helicobacter sp. MIT 09-6949	213.52	Helicobacter cinaedi strain NCTC12219	  0.9936	  0.8281	  0.8236	  0.8481	  0.4365	  0.1037	  0.5838	  0.1941	  0.9916	  0.0078
1548152.3	Helicobacter sp. MIT 09-6949	235279.5	Helicobacter hepaticus ATCC 51449	  0.9949	  0.8362	  0.7670	  0.8449	  0.4382	  0.0918	  0.5763	  0.1984	  0.9928	  0.0078
1552121.3	Leptolyngbya sp. NIES-2104	1641165.4	Halomicronema hongdechloris C2206 strain C2206	  0.9997	  0.9523	  0.9115	  0.8960	  0.6094	  0.1657	  0.8478	  0.1650	  0.9998	  0.0313
1552121.3	Leptolyngbya sp. NIES-2104	1752064.3	Leptolyngbya sp. NIES-3755	  0.9763	  0.5923	  0.3065	  0.3618	  0.0820	  0.0560	  0.4310	  0.1450	  0.9528	  0.0078
1552121.3	Leptolyngbya sp. NIES-2104	2016068.7	Leptolyngbya sp. PKUAC-SCTE412	  0.9995	  0.9210	  0.8336	  0.7963	  0.5301	  0.1279	  0.7976	  0.1969	  0.9995	  0.0156
1552121.3	Leptolyngbya sp. NIES-2104	2692768.3	Alkalinema sp. FACHB-956	  0.9994	  0.9204	  0.7126	  0.8573	  0.5324	  0.1397	  0.7497	  0.2109	  0.9992	  0.0156
1562701.3	bacterium endosymbiont of Mortierella elongata FMR23-6	1286373.5	Glomeribacter sp. 1016415	  0.6114	  0.2014	  0.0000	  0.0440	  0.0858	  0.0496	  0.0396	  0.0286	  0.3801	  0.0156
1562701.3	bacterium endosymbiont of Mortierella elongata FMR23-6	1808959.3	Candidatus Pandoraea novymonadis strain E262	  0.9990	  0.9537	  0.9088	  0.8976	  0.7245	  0.1758	  0.7974	  0.1836	  0.9996	  0.0156
1562701.3	bacterium endosymbiont of Mortierella elongata FMR23-6	28450.1077	Burkholderia pseudomallei strain HBPUB10436A	  0.9996	  0.9582	  0.8390	  0.8034	  0.6485	  0.3527	  0.7558	  0.1806	  0.9997	  0.0156
1562701.3	bacterium endosymbiont of Mortierella elongata FMR23-6	292.531	Burkholderia cepacia 2011Ycf793I	  0.9996	  0.9623	  0.8403	  0.8177	  0.6565	  0.3526	  0.7390	  0.1773	  0.9997	  0.0156
1578720.9	Helicobacter ailurogastricus strain ASB7	104628.22	Helicobacter suis strain HS10	  0.9959	  0.8299	  0.8746	  0.9328	  0.6156	  0.0933	  0.5673	  0.2038	  0.9965	  0.0078
1578720.9	Helicobacter ailurogastricus strain ASB7	104628.50	Helicobacter suis strain NHP19-4022	  0.9961	  0.8351	  0.8746	  0.9328	  0.6149	  0.0936	  0.5673	  0.2060	  0.9965	  0.0078
1578720.9	Helicobacter ailurogastricus strain ASB7	1578720.10	Helicobacter ailurogastricus strain ASB13	  0.3792	  0.1005	  0.0000	  0.0680	  0.0165	  0.0129	  0.2604	  0.0154	  0.2562	  0.0000
1578720.9	Helicobacter ailurogastricus strain ASB7	56877.28	Helicobacter bizzozeronii strain M20	  0.9919	  0.8254	  0.9017	  0.9668	  0.6337	  0.0524	  0.3376	  0.1856	  0.9908	  0.0078
159087.6	Dechloromonas aromatica RCB	2053492.21	Candidatus Accumulibacter sp. strain OdNE_18-Q3-R46-58_BAT3C.415	  0.9981	  0.9479	  0.8557	  0.8690	  0.6961	  0.2100	  0.7680	  0.2040	  0.9974	  0.0625
159087.6	Dechloromonas aromatica RCB	281362.27	Dechloromonas denitrificans 98	  0.9879	  0.7913	  0.6706	  0.2219	  0.5247	  0.1004	  0.5579	  0.1629	  0.9782	  0.0078
159087.6	Dechloromonas aromatica RCB	297.23	Hydrogenophilus thermoluteolus	  0.9994	  0.9758	  0.9144	  0.8953	  0.8567	  0.2143	  0.9032	  0.2236	  0.9993	  0.1250
159087.6	Dechloromonas aromatica RCB	76259.10	Ferribacterium limneticum strain 132	  0.9542	  0.5576	  0.3243	  0.1910	  0.1772	  0.0594	  0.3283	  0.1181	  0.9206	  0.0156
160490.10	Streptococcus pyogenes M1 GAS	1115813.3	Streptococcus pyogenes GA41345	  0.1221	  0.0817	  0.0000	  0.0000	  0.0000	  0.0308	  0.0302	  0.0017	  0.0716	  0.0039
160490.10	Streptococcus pyogenes M1 GAS	1313.10211	Streptococcus pneumoniae strain SMRU2774	  0.9961	  0.9090	  0.7923	  0.6971	  0.5663	  0.1831	  0.6184	  0.1645	  0.9901	  0.0078
160490.10	Streptococcus pyogenes M1 GAS	1313.24608	Streptococcus pneumoniae strain 12162_1#43	  0.9962	  0.9096	  0.7923	  0.6768	  0.5672	  0.1884	  0.6184	  0.1683	  0.9902	  0.0078
160490.10	Streptococcus pyogenes M1 GAS	1363.320	Lactococcus garvieae strain EP01	  0.9988	  0.9607	  0.9013	  0.8456	  0.8740	  0.1626	  0.7714	  0.1995	  0.9981	  0.0156
1614.7	Lactobacillus fructivorans DmCS_002	1423773.3	Lactobacillus namurensis DSM 19117	  0.9990	  0.9613	  0.8313	  0.0000	  0.7745	  0.2113	  0.7246	  0.1947	  0.9995	  0.0156
1614.7	Lactobacillus fructivorans DmCS_002	1580.369	Lactobacillus brevis strain BIO5542	  0.9989	  0.9627	  0.8212	  0.0000	  0.7778	  0.1993	  0.7497	  0.2012	  0.9991	  0.0156
1614.7	Lactobacillus fructivorans DmCS_002	1614.30	Fructilactobacillus fructivorans 196	  0.0041	  0.0267	  0.0000	  0.0000	  0.0000	  0.0133	  0.1419	  0.0011	  0.0154	  0.0000
1614.7	Lactobacillus fructivorans DmCS_002	2729622.3	Lactobacillus sp. YH-lac9	  0.9982	  0.9522	  0.9188	  0.0000	  0.7816	  0.1795	  0.7685	  0.1906	  0.9980	  0.0156
1616788.3	Paenibacillus sp. BD3526	1284352.5	Paenibacillus sp. A9	  0.9102	  0.3415	  0.0909	  0.1392	  0.0531	  0.0239	  0.3273	  0.1048	  0.8431	  0.0078
1616788.3	Paenibacillus sp. BD3526	1406.302	Paenibacillus polymyxa strain J1-B	  0.9989	  0.9148	  0.7670	  0.7857	  0.5186	  0.1360	  0.6699	  0.2051	  0.9974	  0.0078
1616788.3	Paenibacillus sp. BD3526	2003592.8	Paenibacillaceae bacterium strain MGYG-HGUT-01542	  0.9991	  0.9351	  0.9003	  0.7393	  0.5467	  0.2201	  0.6792	  0.1956	  0.9980	  0.0156
1616788.3	Paenibacillus sp. BD3526	58172.18	Paenibacillus sp. strain Mc5Re-14	  0.9988	  0.9107	  0.7670	  0.7857	  0.5204	  0.1273	  0.6879	  0.1776	  0.9973	  0.0078
1633631.8	Candidatus Kryptonium thompsoni strain JGI-4	1633631.10	Candidatus Kryptonium thompsoni strain JGI-5	  0.2165	  0.2253	  0.0000	  0.0000	  0.5339	  0.0869	  0.0000	  0.0015	  0.0960	  0.0000
1633631.8	Candidatus Kryptonium thompsoni strain JGI-4	1633631.22	Candidatus Kryptonium thompsoni strain SpSt-257	  0.1013	  0.0849	  0.0000	  0.0000	  0.0000	  0.0304	  0.0000	  0.0032	  0.0820	  0.0000
1633631.8	Candidatus Kryptonium thompsoni strain JGI-4	1633631.28	Candidatus Kryptonium thompsoni strain SpSt-135	  0.0576	  0.0646	  0.0000	  0.0000	  0.0000	  0.0566	  0.0000	  0.0011	  0.0381	  0.0000
1633631.8	Candidatus Kryptonium thompsoni strain JGI-4	1643428.6	Candidatus Thermokryptus mobilis strain SpSt-94	  0.9965	  0.7823	  0.6292	  0.5983	  0.6291	  0.0741	  0.6594	  0.2034	  0.9965	  0.0156
1635258.4	Desulfonauticus sp. 38_4375	1121462.3	Desulfovibrio putealis DSM 16056	  0.9998	  0.9789	  0.9002	  0.9615	  0.8577	  0.2335	  0.9042	  0.1561	  1.0000	  0.0313
1635258.4	Desulfonauticus sp. 38_4375	206665.4	Desulfonauticus submarinus strain DSM 15269	  0.9970	  0.8824	  0.8163	  0.7362	  0.6120	  0.0904	  0.6261	  0.2014	  0.9971	  0.0078
1635258.4	Desulfonauticus sp. 38_4375	2922716.5	Fundidesulfovibrio sp. SG60	  0.9998	  0.9787	  0.9002	  0.9637	  0.8504	  0.2133	  0.9152	  0.1512	  1.0000	  0.0313
1635258.4	Desulfonauticus sp. 38_4375	888061.5	Desulfomicrobium orale DSM 12838	  0.9997	  0.9764	  0.9156	  0.9582	  0.8536	  0.2072	  0.8950	  0.1505	  0.9999	  0.0313
165190.265	uncultured Collinsella sp. strain UMGS1465	165190.1032	uncultured Collinsella sp. strain ERR414473-bin.20	  0.7856	  0.4679	  0.5991	  0.7823	  1.0000	  0.1315	  0.3225	  0.0549	  0.6882	  0.0000
165190.265	uncultured Collinsella sp. strain UMGS1465	165190.1085	uncultured Collinsella sp. strain ERR414434-bin.3	  0.7627	  0.4679	  0.5467	  0.7793	  1.0000	  0.1323	  0.0466	  0.0502	  0.6686	  0.0000
165190.265	uncultured Collinsella sp. strain UMGS1465	671266.6	Enterorhabdus caecimuris strain 1xD42-21	  0.9989	  0.9846	  0.8532	  0.9887	  1.0000	  0.3061	  0.8701	  0.2084	  0.9979	  0.0625
165190.265	uncultured Collinsella sp. strain UMGS1465	742722.3	Collinsella sp. 4_8_47FAA	  0.7897	  0.4737	  0.5991	  0.7823	  1.0000	  0.1426	  0.3274	  0.0544	  0.6985	  0.0078
1657.3	Actinobaculum suis strain U311	131112.51	Arcanobacterium phocae strain ARC109	  0.9994	  0.9707	  0.8842	  0.9261	  0.8085	  0.2514	  0.7988	  0.1924	  0.9996	  0.0156
1657.3	Actinobaculum suis strain U311	1657.8	Actinobaculum suis strain DSM 20639	  0.3981	  0.1371	  0.0792	  0.0829	  0.0000	  0.0137	  0.0252	  0.0174	  0.2822	  0.0000
1657.3	Actinobaculum suis strain U311	1945885.3	Micrococcales bacterium KH10	  0.9996	  0.9832	  0.9255	  0.9381	  0.9087	  0.2631	  0.8550	  0.2138	  0.9996	  0.0625
1657.3	Actinobaculum suis strain U311	28264.12	Arcanobacterium haemolyticum strain NCTC8452	  0.9992	  0.9709	  0.8741	  0.8975	  0.8142	  0.2502	  0.8040	  0.2013	  0.9993	  0.0156
167539.5	Prochlorococcus marinus subsp. marinus str. CCMP1375	1442552.3	Synechococcus sp. BOUM118	  0.9991	  0.9247	  0.7623	  0.7717	  0.5096	  0.1134	  0.5719	  0.0884	  0.9999	  0.0313
167539.5	Prochlorococcus marinus subsp. marinus str. CCMP1375	1499501.3	Prochlorococcus sp. SS52	  0.0022	  0.0357	  0.0000	  0.0000	  0.0000	  0.0099	  0.0000	  0.0000	  0.0116	  0.0078
167539.5	Prochlorococcus marinus subsp. marinus str. CCMP1375	2162131.3	Prochlorococcus sp. AG-363-N20	  0.9976	  0.9033	  0.7963	  0.6689	  0.4001	  0.1449	  0.4107	  0.1968	  0.9982	  0.0078
167539.5	Prochlorococcus marinus subsp. marinus str. CCMP1375	2162510.3	Prochlorococcus sp. AG-424-E20	  0.9977	  0.9229	  0.9014	  0.7387	  0.5409	  0.2115	  0.3949	  0.1943	  0.9983	  0.0078
1679721.3	Herbinix luporum strain SD1D	1564487.5	Herbinix hemicellulosilytica strain T3/55T	  0.9941	  0.8511	  0.6548	  0.7107	  0.6159	  0.1029	  0.6488	  0.1864	  0.9901	  0.0078
1679721.3	Herbinix luporum strain SD1D	1564487.6	Herbinix hemicellulosilytica strain DSM 29228	  0.9940	  0.8497	  0.6548	  0.7107	  0.6159	  0.1016	  0.5342	  0.1885	  0.9901	  0.0078
1679721.3	Herbinix luporum strain SD1D	2014781.3	Neglecta sp. Marseille-P3890	  0.9998	  0.9898	  0.9199	  0.9618	  0.8990	  0.2519	  0.9297	  0.2027	  0.9999	  0.0313
1679721.3	Herbinix luporum strain SD1D	2755051.3	Lachnospiraceae bacterium MD1	  0.9975	  0.9118	  0.7159	  0.7181	  0.6228	  0.1643	  0.6262	  0.1842	  0.9962	  0.0156
169963.11	Listeria monocytogenes EGD-e	1134669.3	Listeria monocytogenes serotype 4b str. LIS0087	  0.2932	  0.1354	  0.0000	  0.0437	  0.0000	  0.0170	  0.0549	  0.0104	  0.2077	  0.0039
169963.11	Listeria monocytogenes EGD-e	1639.2206	Listeria monocytogenes strain BCW_2375	  0.7396	  0.2519	  0.0456	  0.0649	  0.0000	  0.0112	  0.0827	  0.0504	  0.6819	  0.0039
169963.11	Listeria monocytogenes EGD-e	1639.5572	Listeria monocytogenes strain FSIS11812749	  0.1154	  0.0650	  0.0000	  0.0000	  0.0000	  0.0056	  0.1080	  0.0008	  0.0354	  0.0039
169963.11	Listeria monocytogenes EGD-e	1808955.6	Bacillus mesophilus strain DSM 101000	  0.9995	  0.9780	  0.9085	  0.9221	  0.7397	  0.2854	  0.7831	  0.1820	  0.9995	  0.0313
1704307.4	Candidatus Xiphinematobacter sp. Idaho Grape	1903058.3	Candidatus Xiphinematobacter sp. strain P3-11	  0.9857	  0.8183	  0.8351	  0.7264	  0.7959	  0.1279	  0.5642	  0.1635	  0.9839	  0.0078
1704307.4	Candidatus Xiphinematobacter sp. Idaho Grape	1903058.6	Candidatus Xiphinematobacter sp. strain P18	  0.9856	  0.7825	  0.8268	  0.7264	  0.4547	  0.0484	  0.5642	  0.1631	  0.9841	  0.0078
1704307.4	Candidatus Xiphinematobacter sp. Idaho Grape	1903058.7	Candidatus Xiphinematobacter sp. strain P15	  0.9857	  0.7805	  0.8392	  0.7264	  0.4527	  0.0462	  0.5783	  0.1626	  0.9841	  0.0078
1704307.4	Candidatus Xiphinematobacter sp. Idaho Grape	1903058.8	Candidatus Xiphinematobacter sp. strain P23	  0.9856	  0.7821	  0.8372	  0.7264	  0.4603	  0.0451	  0.5614	  0.1621	  0.9841	  0.0078
1727.3	Corynebacterium variabile strain NRRL B-4201	2587051.3	Terrabacter sp. 3264	  0.9572	  0.6921	  0.5300	  0.3326	  0.1280	  0.0606	  0.3217	  0.1309	  0.9156	  0.0625
1727.3	Corynebacterium variabile strain NRRL B-4201	433644.3	Phycicoccus bigeumensis strain S9.3A	  0.9917	  0.9199	  0.9257	  0.6790	  0.6112	  0.1252	  0.4747	  0.1808	  0.9819	  0.0625
1727.3	Corynebacterium variabile strain NRRL B-4201	53458.3	Janibacter limosus strain P3-3-X1	  0.9931	  0.9484	  0.8695	  0.7542	  0.7023	  0.1491	  0.5198	  0.1889	  0.9847	  0.0625
1727.3	Corynebacterium variabile strain NRRL B-4201	60443.3	Terrabacter tumescens strain JCM 1365	  0.0010	  0.0278	  0.0000	  0.0000	  0.0078	  0.0026	  0.0605	  0.0001	  0.0213	  0.0625
1735162.9	Candidatus Peribacter riflensis strain RIFOXYD1_FULL_PER-ii_59_16	1735162.10	Candidatus Peribacter riflensis strain RIFOXYD2_FULL_PER-ii_51_23	  0.0004	  0.0031	  0.0000	  0.0000	  0.0000	  0.0017	  0.0000	  0.0000	  0.0002	  0.0000
1735162.9	Candidatus Peribacter riflensis strain RIFOXYD1_FULL_PER-ii_59_16	1735162.4	Candidatus Peribacter riflensis strain UBA9641	  0.0618	  0.0600	  0.0000	  0.0000	  1.0000	  0.0484	  0.4106	  0.0001	  0.0348	  0.0000
1735162.9	Candidatus Peribacter riflensis strain RIFOXYD1_FULL_PER-ii_59_16	1735162.6	Candidatus Peribacter riflensis strain RIFOXYA2_FULL_PER-ii_58_14	  0.0004	  0.0033	  0.0000	  0.0000	  0.0000	  0.0017	  0.0000	  0.0000	  0.0004	  0.0000
1735162.9	Candidatus Peribacter riflensis strain RIFOXYD1_FULL_PER-ii_59_16	1735162.8	Candidatus Peribacter riflensis strain RIFOXYC2_FULL_PER-ii_58_32	  0.0002	  0.0065	  0.0000	  0.0000	  0.0000	  0.0017	  0.0000	  0.0000	  0.0036	  0.0000
1736307.3	Rhodococcus sp. Leaf247	1001726.3	Mycobacterium abscessus 4S-0726-RA	  0.9980	  0.9420	  0.8839	  0.7970	  0.6073	  0.1814	  0.7352	  0.1900	  0.9957	  0.0313
1736307.3	Rhodococcus sp. Leaf247	1587522.3	Rhodococcus sp. MEB064	  0.4954	  0.1626	  0.0542	  0.0417	  0.0232	  0.0404	  0.1608	  0.0190	  0.3782	  0.0078
1736307.3	Rhodococcus sp. Leaf247	2711209.4	Rhodococcus sp. 14C212	  0.9954	  0.9139	  0.7894	  0.7103	  0.4873	  0.2027	  0.4629	  0.1886	  0.9901	  0.0078
1736307.3	Rhodococcus sp. Leaf247	2769488.3	Nocardia sp. XZ_19_385	  0.9969	  0.9284	  0.9136	  0.7184	  0.5615	  0.1617	  0.6819	  0.1907	  0.9925	  0.0156
1736511.3	Rhizobacter sp. Root29	1121388.4	Derxia gummosa DSM 723	  0.9948	  0.9710	  0.9151	  0.8178	  0.7967	  0.1913	  0.8877	  0.2022	  0.9920	  0.0313
1736511.3	Rhizobacter sp. Root29	1736435.3	Rhizobacter sp. Root1238	  0.0043	  0.0062	  0.0000	  0.0000	  0.0000	  0.0006	  0.0000	  0.0009	  0.0054	  0.0078
1736511.3	Rhizobacter sp. Root29	2877941.4	Shinella sp. XGS7	  0.9943	  0.9293	  0.8489	  0.8779	  0.8047	  0.1640	  0.9252	  0.1930	  0.9885	  0.1250
1736511.3	Rhizobacter sp. Root29	2906762.6	Pelomonas sp. P8	  0.9925	  0.9294	  0.8091	  0.7680	  0.5267	  0.1547	  0.5536	  0.1871	  0.9838	  0.0313
1736591.3	Phenylobacterium sp. Root700	1871053.109	Phenylobacterium sp. strain M037S2SP4A59QC	  0.9939	  0.9121	  0.7658	  0.7293	  0.6263	  0.1601	  0.5894	  0.1851	  0.9895	  0.0078
1736591.3	Phenylobacterium sp. Root700	1871053.171	Phenylobacterium sp. strain M048S1SP4A59QC	  0.9941	  0.9173	  0.7866	  0.7395	  0.8035	  0.1788	  0.5887	  0.1876	  0.9898	  0.0078
1736591.3	Phenylobacterium sp. Root700	349273.3	uncultured Phenylobacterium sp. strain Phenylobacterium sp. RBC067	  0.9929	  0.9134	  0.9225	  0.8965	  0.6406	  0.1463	  0.7279	  0.1888	  0.9860	  0.0078
1736591.3	Phenylobacterium sp. Root700	98513.3	Phenylobacterium haematophilum strain DSM 21793	  0.9743	  0.7624	  0.5276	  0.4952	  0.3370	  0.0857	  0.2044	  0.1529	  0.9538	  0.0078
174633.132	Candidatus Kuenenia stuttgartiensis LH-02apr19-177	1576369.25	Planctomicrobium piriforme GE-03apr19-210	  0.9980	  0.8752	  0.7280	  0.7215	  0.6216	  0.1303	  0.7752	  0.2092	  0.9971	  0.1250
174633.132	Candidatus Kuenenia stuttgartiensis LH-02apr19-177	174633.171	Candidatus Kuenenia stuttgartiensis MiE-14oct19-235	  0.9981	  0.8809	  0.7730	  0.7422	  0.5991	  0.1323	  0.7985	  0.2050	  0.9971	  0.0000
174633.132	Candidatus Kuenenia stuttgartiensis LH-02apr19-177	174633.178	Candidatus Kuenenia stuttgartiensis MiE-22jul19-96	  0.9987	  0.9020	  0.7333	  0.7666	  0.6478	  0.1473	  0.8638	  0.2135	  0.9981	  0.0000
174633.132	Candidatus Kuenenia stuttgartiensis LH-02apr19-177	174633.203	Candidatus Kuenenia stuttgartiensis AH-03may19-120	  0.9986	  0.9072	  0.8203	  0.8133	  0.6520	  0.1189	  0.0000	  0.1786	  0.9986	  0.0000
174633.136	Candidatus Kuenenia stuttgartiensis LH-05nov19-145	174633.155	Candidatus Kuenenia stuttgartiensis MoH-02may19-120	  0.5749	  0.4202	  0.1345	  0.1477	  0.0000	  0.1796	  0.0000	  0.0134	  0.3533	  0.0000
174633.136	Candidatus Kuenenia stuttgartiensis LH-05nov19-145	174633.157	Candidatus Kuenenia stuttgartiensis ZH-03apr19-122	  0.5782	  0.4145	  0.0000	  0.1421	  0.0000	  0.1746	  0.4555	  0.0142	  0.3485	  0.0000
174633.136	Candidatus Kuenenia stuttgartiensis LH-05nov19-145	174633.176	Candidatus Kuenenia stuttgartiensis TrH-25oct19-121	  0.5981	  0.3924	  0.0469	  0.1406	  0.0000	  0.1538	  0.0000	  0.0154	  0.3556	  0.0000
174633.136	Candidatus Kuenenia stuttgartiensis LH-05nov19-145	174633.181	Candidatus Kuenenia stuttgartiensis MaH-09apr19-6	  0.6009	  0.4144	  0.1345	  0.1283	  0.0126	  0.1829	  0.0000	  0.0152	  0.3691	  0.0000
1750598.3	Dissulfurimicrobium hydrothermale Sh68	1156395.6	Dissulfuribacter thermophilus strain S69	  0.9994	  0.9587	  0.9158	  0.9334	  0.8371	  0.1507	  0.8621	  0.1208	  0.9997	  0.0156
1750598.3	Dissulfurimicrobium hydrothermale Sh68	1765737.4	Dissulfurirhabdus thermomarina strain DSM 100025	  0.9992	  0.9569	  0.8814	  0.9484	  0.8394	  0.1529	  0.8354	  0.1806	  0.9997	  0.0313
1750598.3	Dissulfurimicrobium hydrothermale Sh68	1765737.5	Dissulfurirhabdus thermomarina strain SH388	  0.9992	  0.9559	  0.8814	  0.9484	  0.8394	  0.1308	  0.8320	  0.1824	  0.9997	  0.0313
1750598.3	Dissulfurimicrobium hydrothermale Sh68	1936021.6	Thermosulfuriphilus ammonigenes strain ST65	  0.9997	  0.9755	  0.8995	  0.9473	  0.9009	  0.1537	  0.9276	  0.1754	  0.9999	  0.2500
1753.3	Propioniferax innocua strain DSM 8251	1656893.3	Naumannella sp. ID2617S	  0.9971	  0.9444	  0.7227	  0.7842	  0.6674	  0.1710	  0.6586	  0.1901	  0.9944	  0.0156
1753.3	Propioniferax innocua strain DSM 8251	2016499.4	Enemella evansiae NML 090529	  0.9971	  0.9495	  0.8200	  0.7709	  0.6603	  0.2063	  0.6658	  0.1950	  0.9937	  0.0156
1753.3	Propioniferax innocua strain DSM 8251	2016499.5	Enemella evansiae NML 030167	  0.9972	  0.9499	  0.8200	  0.7545	  0.6603	  0.2034	  0.6514	  0.1954	  0.9938	  0.0156
1753.3	Propioniferax innocua strain DSM 8251	2016499.9	Enemella evansiae DSM 21351	  0.9970	  0.9499	  0.8200	  0.7709	  0.6626	  0.1984	  0.6497	  0.1930	  0.9938	  0.0156
176280.10	Staphylococcus epidermidis ATCC 12228	1155131.3	Staphylococcus epidermidis NIH051668	  0.2368	  0.0952	  0.0000	  0.0000	  0.0000	  0.0185	  0.1636	  0.0046	  0.1089	  0.0039
176280.10	Staphylococcus epidermidis ATCC 12228	1280.33899	Staphylococcus aureus strain AF2050	  0.9917	  0.8238	  0.6337	  0.6136	  0.3067	  0.0589	  0.5026	  0.1738	  0.9843	  0.0078
176280.10	Staphylococcus epidermidis ATCC 12228	1393723.3	Staphylococcus aureus M0758	  0.9913	  0.8240	  0.6228	  0.6136	  0.3067	  0.0568	  0.4874	  0.1715	  0.9850	  0.0078
176280.10	Staphylococcus epidermidis ATCC 12228	1587527.3	Domibacillus tundrae strain PAMC 80007	  0.9996	  0.9809	  0.9071	  0.9455	  0.8001	  0.2484	  0.8972	  0.2016	  0.9997	  0.0313
176299.10	Agrobacterium fabrum str. C58	1176649.13	Agrobacterium fabrum strain ATCC 31749	  0.5480	  0.2523	  0.0000	  0.2462	  0.0000	  0.0601	  0.0517	  0.0221	  0.4496	  0.0039
176299.10	Agrobacterium fabrum str. C58	1933904.3	Bartonella sp. WD16.2 strain WD16.2	  0.9996	  0.9787	  0.9223	  0.8804	  0.7090	  0.3635	  0.7163	  0.1249	  0.9999	  0.0313
176299.10	Agrobacterium fabrum str. C58	2819994.3	Rhizobium sp. B230/85	  0.9960	  0.9066	  0.7022	  0.6350	  0.5324	  0.1497	  0.4982	  0.1866	  0.9922	  0.0156
176299.10	Agrobacterium fabrum str. C58	384.571	Rhizobium leguminosarum strain SpLR11a	  0.9948	  0.8983	  0.6265	  0.5558	  0.5245	  0.1586	  0.5187	  0.1832	  0.9895	  0.0156
1773489.15	Varunaivibrio sulfuroxidans strain DSM 101688	2026786.103	Rhodospirillales bacterium strain Fred_18-Q3-R57-64_MAXAC.307	  0.9992	  0.9752	  0.9178	  0.8933	  0.7994	  0.2581	  0.8252	  0.2157	  0.9990	  0.0313
1773489.15	Varunaivibrio sulfuroxidans strain DSM 101688	2565273.3	Candidatus Defluviicoccus seviourii	  0.9992	  0.9757	  0.9132	  0.9063	  0.8097	  0.2279	  0.8558	  0.2150	  0.9990	  0.0313
1773489.15	Varunaivibrio sulfuroxidans strain DSM 101688	2565273.5	Candidatus Defluviicoccus seviourii	  0.9992	  0.9757	  0.9132	  0.9063	  0.8097	  0.2279	  0.8558	  0.2150	  0.9990	  0.0313
1773489.15	Varunaivibrio sulfuroxidans strain DSM 101688	28181.21	Magnetovibrio blakemorei strain MV-1	  0.9987	  0.9466	  0.8921	  0.8852	  0.6881	  0.1216	  0.7165	  0.2202	  0.9987	  0.0156
177416.18	Francisella tularensis subsp. tularensis SCHU S4	1001534.3	Francisella tularensis subsp. tularensis TI0902	  0.0029	  0.0172	  0.0000	  0.0000	  0.0000	  0.0052	  0.0927	  0.0002	  0.0416	  0.0039
177416.18	Francisella tularensis subsp. tularensis SCHU S4	119857.74	Francisella tularensis subsp. holarctica strain FDC421	  0.1889	  0.1640	  0.0473	  0.0676	  0.0686	  0.0548	  0.1403	  0.0057	  0.2024	  0.0039
177416.18	Francisella tularensis subsp. tularensis SCHU S4	263.394	Francisella tularensis strain 05-849	  0.1881	  0.1689	  0.0473	  0.0676	  0.0686	  0.0586	  0.1403	  0.0058	  0.2023	  0.0039
177416.18	Francisella tularensis subsp. tularensis SCHU S4	2864448.5	Gammaproteobacteria endosymbiont of Alviniconcha kojimai Gamma1	  0.9998	  0.9916	  0.9074	  0.9687	  0.9581	  0.3951	  0.9477	  0.1741	  0.9999	  0.0625
177437.4	Desulfobacterium autotrophicum HRM2	2006184.12	Desulfamplus sp. strain nJC1bin9	  0.9996	  0.9502	  0.8447	  0.8944	  0.7352	  0.2222	  0.9473	  0.2055	  0.9997	  0.0156
